SE 201 Secondary Program Field Experience I|24
SE 210 Educational Technology for Middle and Secondary Education|24
SE 220 Curriculum Development for Middle and Secondary Education|24
SE 301 Secondary Program Field Experience II|24
SE 351 Teaching Strategies for Middle and Secondary Education|24
SE 352 Teaching Social Studies in the Secondary School|24
SE 353 Teaching English|24
SE 354 Teaching General Science in the Secondary School|24
SE 355 Teaching Mathematics in the Secondary School|24
SE 356 Reading and Writing in the Content Areas|24
SE 460 Community and Legal Issues in the Secondary School|24
SE 475 Directed Professional Educational Experience|24
SE 480 Focused Studies in Education|24
SE 493 Student Assistance Seminar|24
SE 494 Professional Practicum in Student Teaching|24
SE 495 Student Teaching|24
SPE 102 Field Experience Stage 3|25
SPE 106 Field Experience (Stage 3D)|25
SPE 107 Field Experience (Stage 3E)|25
SPE 108 Field Experience (Stage 3F)|25
SPE 200 Special Education Processes and Procedure and Cognitive Development of Diverse Learners in a Standards Aligned System|25
SPE 205 Evidence Based Effective Instruction Students with Autism Spectrum and ADHD|25
SPE 206 Evidence Based Effective Instruction Students with Emotional and Social Disabilities|25
SPE 250 Professionalism and Partnerships in Early Childhood Special Education|25
SPE 264 Educational Assessment of Students with Disabilities|25
SPE 300 Effective Instructional Methods and Supports for Students with Disabilities in Inclusive Settings|25
SPE 301 Literacy Development and Instruction in Core and Intervention Areas Including Inclusive Practices|25
